ts,cell_id,throughput,latency,jitter,packet_loss,cell_load,is_missing,is_anomaly
2026-08-16 02:11:00+00:00,cell_001,150.92,15.71,3.51,0.69,37.48,False,False
2026-08-16 02:12:00+00:00,cell_001,146.41,15.64,3.31,0.63,23.68,False,False
2026-08-16 02:13:00+00:00,cell_001,150.69,15.41,3.19,0.18,35.69,False,False
2026-08-16 02:14:00+00:00,cell_001,151.63,14.6,3.55,0.48,30.72,False,False
2026-08-16 02:15:00+00:00,cell_001,147.6,13.68,3.34,0.67,29.48,False,False
2026-08-16 02:16:00+00:00,cell_001,145.85,14.77,3.39,0.43,22.24,False,False
2026-08-16 02:17:00+00:00,cell_001,153.33,16.2,3.82,0.46,24.03,False,False
2026-08-16 02:18:00+00:00,cell_001,151.28,13.88,3.44,0.65,29.5,False,False
2026-08-16 02:19:00+00:00,cell_001,149.08,14.85,4.0,0.41,27.9,False,False
2026-08-16 02:20:00+00:00,cell_001,152.98,16.44,2.72,0.44,37.09,False,False
2026-08-16 02:21:00+00:00,cell_001,148.79,14.5,3.42,0.62,35.85,False,False
2026-08-16 02:22:00+00:00,cell_001,146.63,14.69,3.09,0.26,39.73,False,False
2026-08-16 02:23:00+00:00,cell_001,145.45,13.47,3.15,0.32,31.5,False,False
2026-08-16 02:24:00+00:00,cell_001,148.08,15.45,3.23,0.12,35.6,False,False
2026-08-16 02:25:00+00:00,cell_001,150.68,14.09,3.71,0.86,24.51,False,False
2026-08-16 02:26:00+00:00,cell_001,152.49,13.28,3.31,0.49,44.39,False,False
2026-08-16 02:27:00+00:00,cell_001,148.34,13.89,3.09,0.67,41.47,False,False
2026-08-16 02:28:00+00:00,cell_001,151.87,15.06,3.63,0.22,28.41,False,False
2026-08-16 02:29:00+00:00,cell_001,147.54,13.27,3.08,0.71,40.61,False,False
2026-08-16 02:30:00+00:00,cell_001,145.79,13.47,3.94,0.4,26.91,False,False
2026-08-16 02:31:00+00:00,cell_001,144.17,15.42,3.05,0.74,29.35,False,False
2026-08-16 02:32:00+00:00,cell_001,146.52,14.8,3.35,0.42,32.83,False,False
2026-08-16 02:33:00+00:00,cell_001,144.18,13.96,4.02,0.25,28.46,False,False
2026-08-16 02:34:00+00:00,cell_001,153.97,14.56,3.35,0.68,35.93,False,False
2026-08-16 02:35:00+00:00,cell_001,149.21,16.63,3.57,0.48,38.65,False,False
2026-08-16 02:36:00+00:00,cell_001,147.56,16.18,3.41,0.23,25.93,False,False
2026-08-16 02:37:00+00:00,cell_001,152.96,14.79,3.45,0.14,33.68,False,False
2026-08-16 02:38:00+00:00,cell_001,143.83,15.72,3.21,0.55,28.2,False,False
2026-08-16 02:39:00+00:00,cell_001,147.28,15.03,3.59,0.46,34.59,False,False
2026-08-16 02:40:00+00:00,cell_001,153.64,13.15,3.85,0.51,34.77,False,False
2026-08-16 02:41:00+00:00,cell_001,147.15,12.97,2.87,0.51,30.16,False,False
2026-08-16 02:42:00+00:00,cell_001,154.87,14.02,3.18,0.44,32.59,False,False
2026-08-16 02:43:00+00:00,cell_001,149.84,13.36,3.29,0.54,33.99,False,False
2026-08-16 02:44:00+00:00,cell_001,151.34,15.22,3.2,0.61,30.12,False,False
2026-08-16 02:45:00+00:00,cell_001,151.38,14.4,3.66,0.44,25.24,False,False
2026-08-16 02:46:00+00:00,cell_001,147.32,15.38,3.28,0.57,37.56,False,False
2026-08-16 02:47:00+00:00,cell_001,145.8,15.41,3.49,0.58,37.59,False,False
2026-08-16 02:48:00+00:00,cell_001,146.86,15.66,3.92,0.68,37.43,False,False
2026-08-16 02:49:00+00:00,cell_001,144.19,14.05,2.93,0.02,28.92,False,False
2026-08-16 02:50:00+00:00,cell_001,146.9,15.5,3.57,0.38,32.79,False,False
2026-08-16 02:51:00+00:00,cell_001,147.02,14.04,3.44,0.58,25.87,False,False
2026-08-16 02:52:00+00:00,cell_001,152.05,15.71,3.44,0.89,44.53,False,False
2026-08-16 02:53:00+00:00,cell_001,148.7,16.23,3.21,0.71,27.53,False,False
2026-08-16 02:54:00+00:00,cell_001,153.95,15.74,3.37,0.71,40.5,False,False
2026-08-16 02:55:00+00:00,cell_001,140.33,14.85,3.48,1.0,30.43,False,False
2026-08-16 02:56:00+00:00,cell_001,143.09,15.6,3.43,0.45,35.9,False,False
2026-08-16 02:57:00+00:00,cell_001,145.62,13.5,3.7,0.89,33.18,False,False
2026-08-16 02:58:00+00:00,cell_001,151.1,13.29,3.16,0.61,32.61,False,False
2026-08-16 02:59:00+00:00,cell_001,146.24,15.52,3.07,0.28,36.65,False,False
2026-08-16 03:00:00+00:00,cell_001,142.1,16.37,2.89,0.13,31.93,False,False
2026-08-16 03:01:00+00:00,cell_001,145.71,13.84,3.54,0.43,26.7,False,False
2026-08-16 03:02:00+00:00,cell_001,142.79,15.09,3.73,0.61,34.01,False,False
2026-08-16 03:03:00+00:00,cell_001,142.14,15.52,3.15,0.42,40.49,False,False
2026-08-16 03:04:00+00:00,cell_001,152.25,14.48,3.13,0.5,35.08,False,False
2026-08-16 03:05:00+00:00,cell_001,145.14,14.76,4.07,0.86,30.38,False,False
2026-08-16 03:06:00+00:00,cell_001,146.65,15.72,3.89,0.48,48.98,False,False
2026-08-16 03:07:00+00:00,cell_001,145.78,15.22,3.91,0.87,35.28,False,False
2026-08-16 03:08:00+00:00,cell_001,145.24,15.23,3.62,0.63,31.07,False,False
2026-08-16 03:09:00+00:00,cell_001,143.41,14.15,3.73,0.69,46.14,False,False
2026-08-16 03:10:00+00:00,cell_001,144.93,15.11,3.43,0.43,26.82,False,False
2026-08-16 03:11:00+00:00,cell_001,146.81,14.75,3.09,0.46,30.9,False,False
2026-08-16 03:12:00+00:00,cell_001,149.99,14.81,3.11,0.48,40.75,False,False
2026-08-16 03:13:00+00:00,cell_001,148.51,14.62,3.53,0.46,30.99,False,False
2026-08-16 03:14:00+00:00,cell_001,141.94,15.14,3.81,0.61,39.47,False,False
2026-08-16 03:15:00+00:00,cell_001,148.5,14.31,3.48,0.74,40.19,False,False
2026-08-16 03:16:00+00:00,cell_001,146.89,15.2,3.72,0.97,46.33,False,False
2026-08-16 03:17:00+00:00,cell_001,143.52,14.83,3.51,0.34,41.38,False,False
2026-08-16 03:18:00+00:00,cell_001,145.87,14.27,3.63,0.48,33.87,False,False
2026-08-16 03:19:00+00:00,cell_001,146.97,13.27,3.77,0.68,32.56,False,False
2026-08-16 03:20:00+00:00,cell_001,145.32,16.17,3.94,0.49,31.05,False,False
2026-08-16 03:21:00+00:00,cell_001,146.55,15.98,3.63,0.22,30.84,False,False
2026-08-16 03:22:00+00:00,cell_001,142.45,14.44,4.13,0.64,38.48,False,False
2026-08-16 03:23:00+00:00,cell_001,150.95,15.93,3.48,0.32,27.71,False,False
2026-08-16 03:24:00+00:00,cell_001,139.11,14.23,3.95,0.52,37.49,False,False
2026-08-16 03:25:00+00:00,cell_001,146.56,14.96,3.73,0.83,27.13,False,False
2026-08-16 03:26:00+00:00,cell_001,145.85,14.75,3.01,0.63,38.15,False,False
2026-08-16 03:27:00+00:00,cell_001,146.61,15.01,3.98,0.61,34.22,False,False
2026-08-16 03:28:00+00:00,cell_001,142.48,15.94,3.29,0.78,40.21,False,False
2026-08-16 03:29:00+00:00,cell_001,148.04,14.9,3.49,0.46,23.63,False,False
2026-08-16 03:30:00+00:00,cell_001,144.13,14.97,3.83,0.55,41.97,False,False
2026-08-16 03:31:00+00:00,cell_001,140.82,16.07,3.35,0.45,37.38,False,False
2026-08-16 03:32:00+00:00,cell_001,141.02,15.39,3.55,0.64,35.08,False,False
2026-08-16 03:33:00+00:00,cell_001,144.6,14.75,3.77,0.22,40.13,False,False
2026-08-16 03:34:00+00:00,cell_001,139.36,15.59,3.33,0.31,39.84,False,False
2026-08-16 03:35:00+00:00,cell_001,149.48,16.35,3.51,0.5,30.82,False,False
2026-08-16 03:36:00+00:00,cell_001,147.15,16.43,3.48,0.61,38.59,False,False
2026-08-16 03:37:00+00:00,cell_001,149.4,14.05,3.88,0.87,41.56,False,False
2026-08-16 03:38:00+00:00,cell_001,149.01,14.11,4.06,0.31,30.03,False,False
2026-08-16 03:39:00+00:00,cell_001,142.71,16.4,3.26,0.48,39.11,False,False
2026-08-16 03:40:00+00:00,cell_001,141.08,15.12,3.62,0.54,44.21,False,False
2026-08-16 03:41:00+00:00,cell_001,135.57,13.22,3.44,0.26,39.14,False,False
2026-08-16 03:42:00+00:00,cell_001,142.31,14.7,3.61,0.34,36.03,False,False
2026-08-16 03:43:00+00:00,cell_001,148.74,15.0,4.13,0.13,31.64,False,False
2026-08-16 03:44:00+00:00,cell_001,140.88,15.13,3.72,0.6,33.09,False,False
2026-08-16 03:45:00+00:00,cell_001,142.66,16.22,3.44,0.33,36.66,False,False
2026-08-16 03:46:00+00:00,cell_001,141.54,14.54,3.2,0.74,42.67,False,False
2026-08-16 03:47:00+00:00,cell_001,144.25,16.41,3.92,0.58,41.85,False,False
2026-08-16 03:48:00+00:00,cell_001,146.9,15.77,3.48,0.46,36.99,False,False
2026-08-16 03:49:00+00:00,cell_001,138.34,14.21,3.39,0.35,34.96,False,False
2026-08-16 03:50:00+00:00,cell_001,138.83,15.19,3.72,0.57,36.14,False,False
2026-08-16 03:51:00+00:00,cell_001,147.25,16.01,3.8,0.45,45.07,False,False
2026-08-16 03:52:00+00:00,cell_001,144.91,15.57,3.52,0.6,31.77,False,False
2026-08-16 03:53:00+00:00,cell_001,141.85,15.92,3.35,0.73,39.59,False,False
2026-08-16 03:54:00+00:00,cell_001,147.66,14.96,4.05,0.35,36.88,False,False
2026-08-16 03:55:00+00:00,cell_001,138.36,16.11,3.84,0.41,42.9,False,False
2026-08-16 03:56:00+00:00,cell_001,145.16,15.17,3.94,0.75,38.59,False,False
2026-08-16 03:57:00+00:00,cell_001,142.08,18.13,3.54,0.78,33.44,False,False
2026-08-16 03:58:00+00:00,cell_001,144.02,14.27,3.4,0.31,47.72,False,False
2026-08-16 03:59:00+00:00,cell_001,134.95,18.3,3.49,0.33,41.01,False,False
2026-08-16 04:00:00+00:00,cell_001,141.24,14.66,3.2,0.33,40.83,False,False
2026-08-16 04:01:00+00:00,cell_001,144.15,16.9,3.56,0.55,33.14,False,False
2026-08-16 04:02:00+00:00,cell_001,141.66,16.46,3.46,0.22,38.59,False,False
2026-08-16 04:03:00+00:00,cell_001,145.53,14.74,3.64,0.51,36.66,False,False
2026-08-16 04:04:00+00:00,cell_001,145.34,16.26,3.68,0.5,39.99,False,False
2026-08-16 04:05:00+00:00,cell_001,138.71,15.17,3.7,0.38,31.15,False,False
2026-08-16 04:06:00+00:00,cell_001,143.97,15.95,3.5,0.52,41.29,False,False
2026-08-16 04:07:00+00:00,cell_001,138.43,15.84,3.32,0.52,44.92,False,False
2026-08-16 04:08:00+00:00,cell_001,141.48,15.35,3.25,0.43,38.13,False,False
2026-08-16 04:09:00+00:00,cell_001,143.2,15.28,3.74,0.84,42.35,False,False
2026-08-16 04:10:00+00:00,cell_001,138.63,16.06,3.73,0.43,35.91,False,False
2026-08-16 04:11:00+00:00,cell_001,143.41,14.83,3.27,0.52,49.63,False,False
2026-08-16 04:12:00+00:00,cell_001,139.44,14.88,4.12,0.39,36.22,False,False
2026-08-16 04:13:00+00:00,cell_001,139.12,16.71,3.95,0.7,40.5,False,False
2026-08-16 04:14:00+00:00,cell_001,142.89,16.2,3.39,0.28,37.54,False,False
2026-08-16 04:15:00+00:00,cell_001,138.17,14.47,3.78,0.54,37.0,False,False
2026-08-16 04:16:00+00:00,cell_001,137.93,14.79,3.66,0.33,49.73,False,False
2026-08-16 04:17:00+00:00,cell_001,143.62,13.67,3.79,0.17,49.31,False,False
2026-08-16 04:18:00+00:00,cell_001,140.73,16.72,3.76,0.38,39.59,False,False
2026-08-16 04:19:00+00:00,cell_001,135.94,16.51,3.92,0.38,59.33,False,False
2026-08-16 04:20:00+00:00,cell_001,142.78,14.75,4.16,0.62,47.89,False,False
2026-08-16 04:21:00+00:00,cell_001,138.9,16.5,3.81,0.34,47.58,False,False
2026-08-16 04:22:00+00:00,cell_001,135.81,17.85,3.89,0.1,42.67,False,False
2026-08-16 04:23:00+00:00,cell_001,132.41,14.33,4.17,0.12,48.71,False,False
2026-08-16 04:24:00+00:00,cell_001,142.54,15.27,3.57,0.55,43.5,False,False
2026-08-16 04:25:00+00:00,cell_001,137.16,14.33,3.46,0.61,38.07,False,False
2026-08-16 04:26:00+00:00,cell_001,135.91,16.86,3.94,0.55,43.01,False,False
2026-08-16 04:27:00+00:00,cell_001,141.46,15.82,3.38,0.43,41.02,False,False
2026-08-16 04:28:00+00:00,cell_001,141.87,15.53,3.5,0.58,37.2,False,False
2026-08-16 04:29:00+00:00,cell_001,136.99,16.17,4.2,0.15,48.55,False,False
2026-08-16 04:30:00+00:00,cell_001,141.99,15.4,3.24,0.12,44.49,False,False
2026-08-16 04:31:00+00:00,cell_001,145.32,15.57,3.85,0.23,43.4,False,False
2026-08-16 04:32:00+00:00,cell_001,143.1,16.25,3.33,0.48,52.63,False,False
2026-08-16 04:33:00+00:00,cell_001,142.53,15.38,3.89,0.68,44.85,False,False
2026-08-16 04:34:00+00:00,cell_001,139.8,15.54,4.32,0.32,50.33,False,False
2026-08-16 04:35:00+00:00,cell_001,137.43,15.86,3.47,0.34,39.01,False,False
2026-08-16 04:36:00+00:00,cell_001,138.5,16.12,3.14,0.65,40.47,False,False
2026-08-16 04:37:00+00:00,cell_001,139.89,16.64,3.88,0.44,44.54,False,False
2026-08-16 04:38:00+00:00,cell_001,134.69,16.64,3.59,0.56,45.15,False,False
2026-08-16 04:39:00+00:00,cell_001,136.06,14.57,3.73,0.54,46.28,False,False
2026-08-16 04:40:00+00:00,cell_001,133.98,17.49,3.9,0.28,49.93,False,False
2026-08-16 04:41:00+00:00,cell_001,138.87,16.15,3.96,0.88,63.14,False,False
2026-08-16 04:42:00+00:00,cell_001,138.31,15.77,3.97,0.35,37.11,False,False
2026-08-16 04:43:00+00:00,cell_001,136.0,15.21,3.79,0.91,42.24,False,False
2026-08-16 04:44:00+00:00,cell_001,140.32,18.12,3.93,0.64,47.43,False,False
2026-08-16 04:45:00+00:00,cell_001,134.62,18.5,3.75,0.58,55.32,False,False
2026-08-16 04:46:00+00:00,cell_001,135.58,18.02,3.71,0.23,44.55,False,False
2026-08-16 04:47:00+00:00,cell_001,139.89,16.29,3.81,0.6,45.7,False,False
2026-08-16 04:48:00+00:00,cell_001,140.23,16.52,3.99,0.51,43.88,False,False
2026-08-16 04:49:00+00:00,cell_001,134.96,17.68,3.63,0.48,48.7,False,False
2026-08-16 04:50:00+00:00,cell_001,137.94,15.96,3.89,0.27,46.04,False,False
2026-08-16 04:51:00+00:00,cell_001,134.8,16.76,3.69,0.71,50.4,False,False
2026-08-16 04:52:00+00:00,cell_001,136.44,16.46,3.61,0.72,52.57,False,False
2026-08-16 04:53:00+00:00,cell_001,137.36,18.16,4.15,0.19,44.67,False,False
2026-08-16 04:54:00+00:00,cell_001,138.5,17.69,3.95,0.41,51.48,False,False
2026-08-16 04:55:00+00:00,cell_001,137.67,16.13,3.96,0.48,43.07,False,False
2026-08-16 04:56:00+00:00,cell_001,137.43,17.81,3.56,0.6,48.06,False,False
2026-08-16 04:57:00+00:00,cell_001,133.27,16.29,3.78,0.56,43.73,False,False
2026-08-16 04:58:00+00:00,cell_001,137.57,15.76,4.03,0.52,38.92,False,False
2026-08-16 04:59:00+00:00,cell_001,137.95,16.04,3.97,0.63,51.95,False,False
2026-08-16 05:00:00+00:00,cell_001,138.26,16.48,4.63,0.91,42.36,False,False
2026-08-16 05:01:00+00:00,cell_001,133.92,15.56,3.93,0.48,43.92,False,False
2026-08-16 05:02:00+00:00,cell_001,138.72,15.84,3.67,0.75,45.95,False,False
2026-08-16 05:03:00+00:00,cell_001,131.92,14.93,3.74,0.89,57.39,False,False
2026-08-16 05:04:00+00:00,cell_001,134.47,15.56,3.62,0.85,56.15,False,False
2026-08-16 05:05:00+00:00,cell_001,134.83,16.64,3.69,0.67,39.76,False,False
2026-08-16 05:06:00+00:00,cell_001,131.76,17.46,3.91,0.67,42.11,False,False
2026-08-16 05:07:00+00:00,cell_001,134.57,17.34,3.75,0.63,57.81,False,False
2026-08-16 05:08:00+00:00,cell_001,135.99,16.87,4.29,0.88,59.5,False,False
2026-08-16 05:09:00+00:00,cell_001,129.74,14.92,4.16,0.47,51.1,False,False
2026-08-16 05:10:00+00:00,cell_001,133.93,15.61,4.16,0.47,49.52,False,False
2026-08-16 05:11:00+00:00,cell_001,129.76,16.28,3.83,0.41,48.66,False,False
2026-08-16 05:12:00+00:00,cell_001,141.02,17.46,4.18,1.03,48.01,False,False
2026-08-16 05:13:00+00:00,cell_001,135.42,15.95,4.22,0.85,43.01,False,False
2026-08-16 05:14:00+00:00,cell_001,135.05,15.3,4.39,0.43,53.52,False,False
2026-08-16 05:15:00+00:00,cell_001,135.26,17.98,3.76,0.31,44.81,False,False
2026-08-16 05:16:00+00:00,cell_001,136.27,15.81,3.93,0.51,52.92,False,False
2026-08-16 05:17:00+00:00,cell_001,137.28,15.43,3.7,0.56,49.97,False,False
2026-08-16 05:18:00+00:00,cell_001,129.54,16.8,4.72,0.6,55.41,False,False
2026-08-16 05:19:00+00:00,cell_001,138.05,16.54,3.87,0.24,46.64,False,False
2026-08-16 05:20:00+00:00,cell_001,137.75,16.1,4.32,0.4,43.83,False,False
2026-08-16 05:21:00+00:00,cell_001,133.7,16.62,3.99,0.79,45.29,False,False
2026-08-16 05:22:00+00:00,cell_001,133.43,15.71,4.21,0.67,50.38,False,False
2026-08-16 05:23:00+00:00,cell_001,124.37,16.13,3.95,0.41,49.85,False,False
2026-08-16 05:24:00+00:00,cell_001,129.83,16.62,4.23,0.75,44.35,False,False
2026-08-16 05:25:00+00:00,cell_001,135.01,14.64,4.04,0.75,48.24,False,False
2026-08-16 05:26:00+00:00,cell_001,136.94,17.64,4.47,1.0,51.44,False,False
2026-08-16 05:27:00+00:00,cell_001,135.41,15.33,4.06,0.51,54.72,False,False
2026-08-16 05:28:00+00:00,cell_001,132.88,15.78,3.75,0.42,51.21,False,False
2026-08-16 05:29:00+00:00,cell_001,138.78,17.73,4.13,0.53,54.97,False,False
2026-08-16 05:30:00+00:00,cell_001,135.9,17.31,3.98,0.74,51.82,False,False
2026-08-16 05:31:00+00:00,cell_001,131.59,16.84,3.69,0.31,51.99,False,False
2026-08-16 05:32:00+00:00,cell_001,139.2,15.06,4.1,0.56,54.39,False,False
2026-08-16 05:33:00+00:00,cell_001,129.25,16.18,3.81,0.57,46.07,False,False
2026-08-16 05:34:00+00:00,cell_001,128.01,16.58,3.92,0.83,61.61,False,False
2026-08-16 05:35:00+00:00,cell_001,131.05,16.67,4.01,0.45,52.7,False,False
2026-08-16 05:36:00+00:00,cell_001,129.92,17.97,3.4,0.53,52.02,False,False
2026-08-16 05:37:00+00:00,cell_001,130.99,18.84,3.88,0.67,53.85,False,False
2026-08-16 05:38:00+00:00,cell_001,134.36,17.47,4.29,0.44,58.44,False,False
2026-08-16 05:39:00+00:00,cell_001,131.75,16.34,3.96,0.41,54.97,False,False
2026-08-16 05:40:00+00:00,cell_001,131.71,18.1,3.45,0.94,56.22,False,False
2026-08-16 05:41:00+00:00,cell_001,131.8,16.31,4.0,0.68,53.62,False,False
2026-08-16 05:42:00+00:00,cell_001,124.57,14.29,4.17,0.81,47.91,False,False
2026-08-16 05:43:00+00:00,cell_001,126.84,15.68,3.94,0.71,40.48,False,False
2026-08-16 05:44:00+00:00,cell_001,130.12,14.57,3.96,0.54,57.75,False,False
2026-08-16 05:45:00+00:00,cell_001,128.63,16.57,3.91,0.45,58.79,False,False
2026-08-16 05:46:00+00:00,cell_001,130.35,16.79,4.23,0.46,47.9,False,False
2026-08-16 05:47:00+00:00,cell_001,135.14,15.39,3.8,0.42,47.45,False,False
2026-08-16 05:48:00+00:00,cell_001,130.58,16.15,4.22,0.42,48.33,False,False
2026-08-16 05:49:00+00:00,cell_001,126.72,15.59,3.98,0.42,51.12,False,False
2026-08-16 05:50:00+00:00,cell_001,128.19,16.9,4.44,0.73,49.7,False,False
2026-08-16 05:51:00+00:00,cell_001,135.59,16.19,3.92,0.38,55.0,False,False
2026-08-16 05:52:00+00:00,cell_001,134.94,18.07,3.74,0.85,55.31,False,False
2026-08-16 05:53:00+00:00,cell_001,132.01,17.24,4.26,0.73,54.86,False,False
2026-08-16 05:54:00+00:00,cell_001,125.42,18.69,4.23,0.71,52.11,False,False
2026-08-16 05:55:00+00:00,cell_001,130.91,16.65,4.21,0.62,50.31,False,False
2026-08-16 05:56:00+00:00,cell_001,131.02,19.26,4.34,0.66,47.59,False,False
2026-08-16 05:57:00+00:00,cell_001,129.83,17.13,3.79,0.49,52.25,False,False
2026-08-16 05:58:00+00:00,cell_001,127.92,16.62,3.86,0.41,58.41,False,False
2026-08-16 05:59:00+00:00,cell_001,128.42,19.57,4.5,0.49,47.28,False,False
2026-08-16 06:00:00+00:00,cell_001,127.47,15.35,4.23,0.32,55.19,False,False
2026-08-16 06:01:00+00:00,cell_001,125.84,16.64,3.97,0.67,50.39,False,False
2026-08-16 06:02:00+00:00,cell_001,133.25,15.54,3.58,0.38,49.32,False,False
2026-08-16 06:03:00+00:00,cell_001,131.68,15.38,3.74,0.71,60.81,False,False
2026-08-16 06:04:00+00:00,cell_001,128.06,15.17,3.83,0.72,62.29,False,False
2026-08-16 06:05:00+00:00,cell_001,129.85,17.86,3.96,0.64,58.78,False,False
2026-08-16 06:06:00+00:00,cell_001,129.85,15.93,4.22,0.48,50.49,False,False
2026-08-16 06:07:00+00:00,cell_001,135.59,17.02,3.72,0.42,60.77,False,False
2026-08-16 06:08:00+00:00,cell_001,131.06,18.18,3.98,0.44,60.46,False,False
2026-08-16 06:09:00+00:00,cell_001,130.82,17.77,3.76,0.4,66.89,False,False
2026-08-16 06:10:00+00:00,cell_001,128.31,17.74,4.02,0.58,54.38,False,False
2026-08-16 06:11:00+00:00,cell_001,126.78,18.55,4.87,0.57,59.08,False,False
2026-08-16 06:12:00+00:00,cell_001,132.11,18.96,4.51,0.97,52.9,False,False
2026-08-16 06:13:00+00:00,cell_001,129.8,16.11,4.33,0.96,48.01,False,False
2026-08-16 06:14:00+00:00,cell_001,125.23,17.86,4.01,0.9,48.5,False,False
2026-08-16 06:15:00+00:00,cell_001,128.96,17.12,3.84,0.55,58.11,False,False
2026-08-16 06:16:00+00:00,cell_001,129.99,17.26,4.15,0.31,54.26,False,False
2026-08-16 06:17:00+00:00,cell_001,121.07,15.91,3.71,0.63,60.73,False,False
2026-08-16 06:18:00+00:00,cell_001,124.47,16.91,4.37,0.54,61.51,False,False
2026-08-16 06:19:00+00:00,cell_001,128.2,17.03,4.12,0.6,58.52,False,False
2026-08-16 06:20:00+00:00,cell_001,121.22,18.9,4.18,0.68,50.84,False,False
2026-08-16 06:21:00+00:00,cell_001,121.57,16.33,3.69,0.74,53.82,False,False
2026-08-16 06:22:00+00:00,cell_001,125.94,15.12,4.21,0.24,60.08,False,False
2026-08-16 06:23:00+00:00,cell_001,128.1,17.51,4.13,0.86,60.74,False,False
2026-08-16 06:24:00+00:00,cell_001,128.12,16.27,3.92,0.79,60.96,False,False
2026-08-16 06:25:00+00:00,cell_001,131.13,17.41,4.28,0.48,63.69,False,False
2026-08-16 06:26:00+00:00,cell_001,126.51,18.22,4.09,0.78,58.31,False,False
2026-08-16 06:27:00+00:00,cell_001,125.03,17.48,4.31,0.55,60.71,False,False
2026-08-16 06:28:00+00:00,cell_001,122.1,17.16,4.41,0.61,62.6,False,False
2026-08-16 06:29:00+00:00,cell_001,124.75,17.45,3.9,0.57,64.8,False,False
2026-08-16 06:30:00+00:00,cell_001,127.9,18.47,4.26,0.46,60.05,False,False
2026-08-16 06:31:00+00:00,cell_001,127.92,16.48,4.26,0.35,60.03,False,False
2026-08-16 06:32:00+00:00,cell_001,126.33,18.38,4.61,1.15,61.96,False,False
2026-08-16 06:33:00+00:00,cell_001,127.05,16.66,4.5,0.73,60.81,False,False
2026-08-16 06:34:00+00:00,cell_001,129.12,18.28,4.14,0.63,59.36,False,False
2026-08-16 06:35:00+00:00,cell_001,125.39,16.15,4.13,0.97,57.7,False,False
2026-08-16 06:36:00+00:00,cell_001,129.15,18.25,4.3,0.27,52.44,False,False
2026-08-16 06:37:00+00:00,cell_001,122.74,17.62,3.93,0.56,63.85,False,False
2026-08-16 06:38:00+00:00,cell_001,124.58,17.84,3.97,0.48,63.65,False,False
2026-08-16 06:39:00+00:00,cell_001,123.24,18.72,4.13,0.51,62.8,False,False
2026-08-16 06:40:00+00:00,cell_001,126.93,16.95,3.56,0.62,63.69,False,False
2026-08-16 06:41:00+00:00,cell_001,121.39,17.76,3.98,0.52,60.96,False,False
2026-08-16 06:42:00+00:00,cell_001,123.35,18.11,4.18,0.26,71.3,False,False
2026-08-16 06:43:00+00:00,cell_001,118.61,17.52,5.12,0.41,66.52,False,False
2026-08-16 06:44:00+00:00,cell_001,125.85,18.55,4.1,0.43,71.97,False,False
2026-08-16 06:45:00+00:00,cell_001,127.68,18.18,4.5,0.52,59.1,False,False
2026-08-16 06:46:00+00:00,cell_001,126.55,17.28,4.24,0.42,62.28,False,False
2026-08-16 06:47:00+00:00,cell_001,126.14,19.14,4.44,0.58,62.43,False,False
2026-08-16 06:48:00+00:00,cell_001,126.09,18.46,3.99,0.59,70.12,False,False
2026-08-16 06:49:00+00:00,cell_001,125.55,17.07,3.85,0.19,52.69,False,False
2026-08-16 06:50:00+00:00,cell_001,125.17,17.07,4.73,0.4,66.26,False,False
2026-08-16 06:51:00+00:00,cell_001,125.24,17.72,3.92,0.66,64.42,False,False
2026-08-16 06:52:00+00:00,cell_001,121.12,18.4,4.77,0.6,69.0,False,False
2026-08-16 06:53:00+00:00,cell_001,122.36,15.76,4.22,0.27,61.13,False,False
2026-08-16 06:54:00+00:00,cell_001,123.05,17.18,4.09,0.78,55.4,False,False
2026-08-16 06:55:00+00:00,cell_001,121.71,17.42,4.19,0.74,73.7,False,False
2026-08-16 06:56:00+00:00,cell_001,117.89,16.58,4.83,1.09,64.33,False,False
2026-08-16 06:57:00+00:00,cell_001,118.76,17.01,4.14,0.98,69.32,False,False
2026-08-16 06:58:00+00:00,cell_001,123.04,18.18,4.24,0.45,63.16,False,False
2026-08-16 06:59:00+00:00,cell_001,124.94,17.57,4.65,0.6,70.54,False,False
2026-08-16 07:00:00+00:00,cell_001,122.13,17.67,4.5,0.63,68.87,False,False
2026-08-16 07:01:00+00:00,cell_001,130.27,16.71,4.99,0.88,71.27,False,False
2026-08-16 07:02:00+00:00,cell_001,119.1,17.89,4.72,0.57,63.67,False,False
2026-08-16 07:03:00+00:00,cell_001,123.07,16.62,4.17,0.9,72.23,False,False
2026-08-16 07:04:00+00:00,cell_001,125.48,19.6,4.77,0.68,68.26,False,False
2026-08-16 07:05:00+00:00,cell_001,124.68,19.89,3.81,0.47,56.71,False,False
2026-08-16 07:06:00+00:00,cell_001,123.33,17.69,4.62,0.39,72.75,False,False
2026-08-16 07:07:00+00:00,cell_001,124.45,17.06,4.2,0.83,68.98,False,False
2026-08-16 07:08:00+00:00,cell_001,121.28,19.05,4.58,0.82,64.75,False,False
2026-08-16 07:09:00+00:00,cell_001,125.98,18.8,4.99,0.85,65.74,False,False
2026-08-16 07:10:00+00:00,cell_001,124.72,20.1,3.91,0.12,61.51,False,False
2026-08-16 07:11:00+00:00,cell_001,118.19,20.38,4.69,0.61,67.44,False,False
2026-08-16 07:12:00+00:00,cell_001,121.59,16.23,4.67,0.88,69.62,False,False
2026-08-16 07:13:00+00:00,cell_001,115.86,19.43,4.62,0.35,67.58,False,False
