ts,cell_id,throughput,latency,jitter,packet_loss,cell_load,is_anomaly,source,ingested_at
2026-08-02 04:21:33.031036+00:00,cell_002,97.88,12.17,3.73,0.61,48.24,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:22:33.031036+00:00,cell_002,104.79,9.76,4.2,0.85,40.73,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:23:33.031036+00:00,cell_002,94.86,10.65,3.41,0.85,42.19,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:24:33.031036+00:00,cell_002,96.41,10.85,3.68,0.61,44.36,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:25:33.031036+00:00,cell_002,100.0,9.73,3.82,0.35,42.49,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:26:33.031036+00:00,cell_002,96.55,12.24,4.08,0.98,38.12,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:27:33.031036+00:00,cell_002,96.37,10.48,4.26,0.74,44.71,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:28:33.031036+00:00,cell_002,102.45,10.14,3.61,0.72,56.89,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:29:33.031036+00:00,cell_002,99.92,12.68,3.92,0.78,46.09,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:30:33.031036+00:00,cell_002,102.58,11.4,3.53,0.43,48.42,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:31:33.031036+00:00,cell_002,94.14,10.48,3.75,0.26,41.91,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:32:33.031036+00:00,cell_002,98.53,11.06,3.99,0.5,39.52,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:33:33.031036+00:00,cell_002,96.03,11.34,4.02,0.61,43.62,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:34:33.031036+00:00,cell_002,95.46,11.3,3.93,0.5,38.49,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:35:33.031036+00:00,cell_002,95.7,11.58,3.67,0.36,49.69,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:36:33.031036+00:00,cell_002,97.82,11.32,3.83,0.95,52.27,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:37:33.031036+00:00,cell_002,95.72,12.92,3.73,0.72,64.03,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:38:33.031036+00:00,cell_002,93.0,11.64,3.9,0.46,38.27,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:39:33.031036+00:00,cell_002,92.97,11.66,3.73,1.1,45.96,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:40:33.031036+00:00,cell_002,91.92,10.17,3.67,0.18,50.58,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:41:33.031036+00:00,cell_002,95.32,11.26,3.71,0.32,38.34,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:42:33.031036+00:00,cell_002,97.14,9.82,3.95,0.72,45.2,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:43:33.031036+00:00,cell_002,98.5,12.01,3.68,0.68,36.09,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:44:33.031036+00:00,cell_002,96.55,11.52,3.52,0.24,38.14,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:45:33.031036+00:00,cell_002,95.74,11.49,4.14,0.63,41.29,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:46:33.031036+00:00,cell_002,98.42,12.24,3.64,0.39,45.53,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:47:33.031036+00:00,cell_002,90.68,12.55,3.73,0.3,52.23,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:48:33.031036+00:00,cell_002,96.38,9.66,3.68,0.74,53.74,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:49:33.031036+00:00,cell_002,96.04,10.85,3.88,0.39,38.83,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:50:33.031036+00:00,cell_002,91.13,11.45,4.0,0.6,46.35,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:51:33.031036+00:00,cell_002,88.96,10.23,3.77,0.23,42.84,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:52:33.031036+00:00,cell_002,94.31,11.85,4.07,0.04,43.19,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:53:33.031036+00:00,cell_002,96.42,12.01,3.81,0.0,54.11,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:54:33.031036+00:00,cell_002,90.28,11.01,4.01,0.67,49.64,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:55:33.031036+00:00,cell_002,92.3,12.07,4.34,0.37,54.87,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:56:33.031036+00:00,cell_002,93.99,11.39,3.8,0.41,53.37,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:57:33.031036+00:00,cell_002,97.18,10.38,4.03,0.41,45.58,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:58:33.031036+00:00,cell_002,95.3,11.27,4.32,0.38,46.13,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 04:59:33.031036+00:00,cell_002,95.17,9.87,3.72,0.53,59.87,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:00:33.031036+00:00,cell_002,93.02,11.43,3.5,0.78,53.41,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:01:33.031036+00:00,cell_002,98.28,12.11,3.95,0.24,43.59,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:02:33.031036+00:00,cell_002,94.89,12.11,4.09,0.4,52.96,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:03:33.031036+00:00,cell_002,91.95,11.22,4.14,0.76,47.68,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:04:33.031036+00:00,cell_002,92.23,11.21,3.92,0.29,58.05,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:05:33.031036+00:00,cell_002,93.03,12.37,4.0,0.41,46.21,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:06:33.031036+00:00,cell_002,92.51,10.84,3.87,0.54,48.27,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:07:33.031036+00:00,cell_002,88.17,10.56,4.13,0.41,56.73,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:08:33.031036+00:00,cell_002,91.59,13.15,4.03,0.21,46.41,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:09:33.031036+00:00,cell_002,94.52,10.89,3.75,0.34,40.27,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:10:33.031036+00:00,cell_002,90.68,10.37,4.42,0.53,62.34,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:11:33.031036+00:00,cell_002,93.3,11.97,4.2,0.49,61.05,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:12:33.031036+00:00,cell_002,89.55,10.55,3.7,0.54,47.01,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:13:33.031036+00:00,cell_002,86.39,12.64,3.75,0.68,52.01,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:14:33.031036+00:00,cell_002,91.81,11.11,3.85,0.93,58.19,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:15:33.031036+00:00,cell_002,93.24,11.18,4.82,0.65,52.01,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:16:33.031036+00:00,cell_002,90.99,12.06,3.38,0.84,42.57,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:17:33.031036+00:00,cell_002,89.48,13.25,4.78,0.49,44.31,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:18:33.031036+00:00,cell_002,94.31,11.95,3.94,0.37,56.63,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:19:33.031036+00:00,cell_002,92.21,11.92,3.78,0.65,46.85,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:20:33.031036+00:00,cell_002,94.16,11.61,4.42,0.41,51.3,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:21:33.031036+00:00,cell_002,97.85,13.57,3.95,0.63,50.27,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:22:33.031036+00:00,cell_002,93.47,12.17,4.6,0.72,51.22,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:23:33.031036+00:00,cell_002,93.42,10.66,4.02,0.48,61.14,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:24:33.031036+00:00,cell_002,89.77,10.48,4.16,0.51,52.95,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:25:33.031036+00:00,cell_002,91.77,12.22,4.06,0.5,51.58,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:26:33.031036+00:00,cell_002,88.06,12.06,4.53,0.45,51.53,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:27:33.031036+00:00,cell_002,88.71,11.44,3.85,0.37,50.88,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:28:33.031036+00:00,cell_002,92.48,10.26,3.95,0.49,55.34,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:29:33.031036+00:00,cell_002,90.62,12.03,4.04,0.55,40.73,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:30:33.031036+00:00,cell_002,89.69,11.12,4.06,0.12,53.61,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:31:33.031036+00:00,cell_002,91.74,10.91,4.59,0.52,50.17,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:32:33.031036+00:00,cell_002,89.63,12.78,4.3,0.53,56.29,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:33:33.031036+00:00,cell_002,90.45,11.41,4.03,0.18,54.08,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:34:33.031036+00:00,cell_002,92.0,11.06,4.03,0.71,49.69,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:35:33.031036+00:00,cell_002,89.65,11.69,3.78,0.76,50.57,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:36:33.031036+00:00,cell_002,88.14,11.55,4.08,0.72,53.2,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:37:33.031036+00:00,cell_002,94.65,12.44,4.33,0.3,49.8,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:38:33.031036+00:00,cell_002,96.63,11.67,3.93,0.93,55.12,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:39:33.031036+00:00,cell_002,90.74,11.49,3.83,0.47,54.3,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:40:33.031036+00:00,cell_002,90.16,13.16,4.39,0.51,55.74,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:41:33.031036+00:00,cell_002,90.69,12.3,4.41,0.44,47.85,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:42:33.031036+00:00,cell_002,88.42,12.68,3.8,0.46,57.43,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:43:33.031036+00:00,cell_002,93.9,12.69,3.9,0.79,46.59,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:44:33.031036+00:00,cell_002,93.18,11.52,4.55,0.63,59.86,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:45:33.031036+00:00,cell_002,88.86,11.81,3.94,0.51,51.73,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:46:33.031036+00:00,cell_002,89.19,11.93,4.36,0.58,57.93,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:47:33.031036+00:00,cell_002,91.25,13.65,3.86,0.03,53.07,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:48:33.031036+00:00,cell_002,93.55,10.17,4.08,0.52,56.87,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:49:33.031036+00:00,cell_002,91.26,11.78,4.97,0.34,57.59,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:50:33.031036+00:00,cell_002,91.56,12.1,3.71,0.39,53.59,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:51:33.031036+00:00,cell_002,91.05,10.64,3.87,0.68,67.54,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:52:33.031036+00:00,cell_002,90.32,10.21,3.79,0.65,51.8,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:53:33.031036+00:00,cell_002,90.77,11.37,4.32,0.4,53.48,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:54:33.031036+00:00,cell_002,91.93,12.29,3.55,0.69,58.91,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:55:33.031036+00:00,cell_002,90.45,12.73,4.68,0.6,51.16,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:56:33.031036+00:00,cell_002,88.78,13.22,4.12,0.69,53.0,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:57:33.031036+00:00,cell_002,96.4,12.36,3.9,0.54,57.88,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:58:33.031036+00:00,cell_002,84.48,11.53,4.53,0.34,64.47,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 05:59:33.031036+00:00,cell_002,91.81,12.02,4.13,0.39,52.06,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:00:33.031036+00:00,cell_002,87.62,11.53,4.62,0.54,57.03,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:01:33.031036+00:00,cell_002,84.06,12.4,4.26,0.47,62.1,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:02:33.031036+00:00,cell_002,82.79,11.69,4.1,0.5,55.06,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:03:33.031036+00:00,cell_002,88.26,11.93,4.39,0.72,48.39,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:04:33.031036+00:00,cell_002,94.88,12.67,4.45,0.09,56.34,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:05:33.031036+00:00,cell_002,94.16,11.29,4.27,0.68,58.8,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:06:33.031036+00:00,cell_002,86.91,13.15,3.99,0.77,58.03,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:07:33.031036+00:00,cell_002,86.7,10.87,4.82,0.54,52.45,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:08:33.031036+00:00,cell_002,87.24,12.38,4.21,0.63,69.33,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:09:33.031036+00:00,cell_002,88.96,11.32,4.05,0.72,58.7,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:10:33.031036+00:00,cell_002,94.06,13.38,4.55,0.57,56.75,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:11:33.031036+00:00,cell_002,91.04,11.96,4.44,0.61,57.07,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:12:33.031036+00:00,cell_002,90.06,12.21,4.45,0.48,56.39,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:13:33.031036+00:00,cell_002,88.79,11.96,4.11,0.33,58.43,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:14:33.031036+00:00,cell_002,82.2,12.58,3.9,0.26,50.22,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:15:33.031036+00:00,cell_002,82.06,12.02,4.43,0.76,57.91,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:16:33.031036+00:00,cell_002,85.45,10.69,4.18,0.46,58.19,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:17:33.031036+00:00,cell_002,84.03,11.97,4.3,0.48,54.05,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:18:33.031036+00:00,cell_002,82.61,13.14,4.76,0.29,61.6,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:19:33.031036+00:00,cell_002,90.4,12.31,4.71,0.59,65.78,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:20:33.031036+00:00,cell_002,86.72,10.39,3.96,0.77,61.34,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:21:33.031036+00:00,cell_002,84.78,12.39,4.71,0.29,52.01,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:22:33.031036+00:00,cell_002,83.39,12.26,4.64,0.65,56.24,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:23:33.031036+00:00,cell_002,89.37,12.91,4.25,0.62,62.79,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:24:33.031036+00:00,cell_002,86.9,13.13,4.68,0.38,59.96,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:25:33.031036+00:00,cell_002,82.55,11.53,4.15,0.52,54.97,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:26:33.031036+00:00,cell_002,85.55,12.08,4.34,0.53,57.1,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:27:33.031036+00:00,cell_002,92.45,11.42,4.62,0.55,62.8,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:28:33.031036+00:00,cell_002,89.82,12.21,4.13,0.8,64.52,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:29:33.031036+00:00,cell_002,86.82,11.86,4.0,0.81,57.64,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:30:33.031036+00:00,cell_002,87.69,12.15,4.49,0.55,56.65,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:31:33.031036+00:00,cell_002,85.14,11.97,4.22,0.71,64.4,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:32:33.031036+00:00,cell_002,85.58,12.93,4.51,0.46,65.19,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:33:33.031036+00:00,cell_002,82.9,14.17,4.26,0.32,55.65,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:34:33.031036+00:00,cell_002,84.17,12.07,3.73,0.55,47.11,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:35:33.031036+00:00,cell_002,87.61,13.03,4.25,0.61,57.73,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:36:33.031036+00:00,cell_002,90.34,11.86,4.67,0.66,61.38,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:37:33.031036+00:00,cell_002,87.02,9.02,4.36,0.5,54.25,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:38:33.031036+00:00,cell_002,88.81,12.61,4.3,0.87,62.0,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:39:33.031036+00:00,cell_002,79.64,12.63,4.1,0.64,65.27,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:40:33.031036+00:00,cell_002,87.16,14.26,4.67,0.63,71.42,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:41:33.031036+00:00,cell_002,86.65,13.03,3.94,0.41,58.13,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:42:33.031036+00:00,cell_002,83.22,12.12,4.35,0.78,58.83,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:43:33.031036+00:00,cell_002,85.27,10.75,4.93,0.49,65.93,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:44:33.031036+00:00,cell_002,89.38,12.76,4.14,0.89,63.53,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:45:33.031036+00:00,cell_002,86.57,13.42,4.59,0.49,62.04,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:46:33.031036+00:00,cell_002,84.23,15.1,4.33,0.72,62.03,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:47:33.031036+00:00,cell_002,90.64,12.63,3.98,1.08,51.3,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:48:33.031036+00:00,cell_002,85.12,13.31,4.7,0.88,53.36,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:49:33.031036+00:00,cell_002,89.51,12.6,3.82,0.81,67.42,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:50:33.031036+00:00,cell_002,83.71,13.22,4.41,0.8,61.27,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:51:33.031036+00:00,cell_002,84.9,12.88,5.19,0.44,57.62,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:52:33.031036+00:00,cell_002,89.16,11.27,4.41,0.62,55.27,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:53:33.031036+00:00,cell_002,81.68,12.63,3.97,0.65,59.71,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:54:33.031036+00:00,cell_002,91.64,12.35,4.25,0.82,66.24,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:55:33.031036+00:00,cell_002,82.2,12.79,4.7,0.91,67.51,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:56:33.031036+00:00,cell_002,86.38,13.49,4.43,0.71,54.72,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:57:33.031036+00:00,cell_002,85.89,13.44,4.1,0.67,60.67,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:58:33.031036+00:00,cell_002,80.83,12.25,4.37,0.5,68.18,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 06:59:33.031036+00:00,cell_002,79.53,12.84,4.46,0.6,68.83,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:00:33.031036+00:00,cell_002,80.19,11.97,4.75,0.87,63.25,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:01:33.031036+00:00,cell_002,83.34,11.47,4.33,0.59,59.99,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:02:33.031036+00:00,cell_002,85.92,12.08,4.53,0.39,65.43,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:03:33.031036+00:00,cell_002,82.93,12.47,4.18,0.7,59.56,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:04:33.031036+00:00,cell_002,82.06,13.12,4.66,0.66,65.75,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:05:33.031036+00:00,cell_002,81.68,15.58,4.17,0.72,71.63,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:06:33.031036+00:00,cell_002,82.9,13.15,4.42,0.55,70.9,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:07:33.031036+00:00,cell_002,82.4,11.64,4.28,0.45,60.3,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:08:33.031036+00:00,cell_002,81.97,12.95,4.72,0.63,64.71,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:09:33.031036+00:00,cell_002,80.2,12.57,4.63,0.69,73.9,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:10:33.031036+00:00,cell_002,80.7,14.03,4.6,0.93,71.14,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:11:33.031036+00:00,cell_002,85.59,12.19,5.06,0.74,59.76,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:12:33.031036+00:00,cell_002,80.94,13.15,4.74,0.73,69.2,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:13:33.031036+00:00,cell_002,85.37,13.9,4.73,0.66,64.95,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:14:33.031036+00:00,cell_002,83.19,12.76,4.77,0.47,63.37,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:15:33.031036+00:00,cell_002,88.5,12.2,4.43,0.58,74.75,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:16:33.031036+00:00,cell_002,83.14,13.74,4.45,0.61,75.94,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:17:33.031036+00:00,cell_002,84.33,12.62,4.48,0.92,59.8,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:18:33.031036+00:00,cell_002,79.34,14.49,4.08,0.4,72.22,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:19:33.031036+00:00,cell_002,78.29,12.75,4.13,0.67,79.24,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:20:33.031036+00:00,cell_002,88.04,12.76,4.61,0.45,72.32,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:21:33.031036+00:00,cell_002,84.99,13.5,4.92,0.78,59.54,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:22:33.031036+00:00,cell_002,78.3,13.13,4.48,0.52,69.99,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:23:33.031036+00:00,cell_002,84.03,11.77,4.12,0.81,67.14,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:24:33.031036+00:00,cell_002,84.22,12.3,4.26,0.82,60.49,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:25:33.031036+00:00,cell_002,86.75,12.34,4.05,0.59,68.58,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:26:33.031036+00:00,cell_002,79.26,11.61,5.09,0.61,63.71,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:27:33.031036+00:00,cell_002,81.29,12.18,4.54,0.61,70.41,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:28:33.031036+00:00,cell_002,80.14,13.21,4.72,0.58,71.5,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:29:33.031036+00:00,cell_002,82.24,13.63,4.9,0.5,63.8,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:30:33.031036+00:00,cell_002,80.31,12.87,4.44,0.77,71.95,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:31:33.031036+00:00,cell_002,83.56,13.87,4.55,0.95,66.27,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:32:33.031036+00:00,cell_002,77.15,12.18,4.6,0.77,67.67,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:33:33.031036+00:00,cell_002,81.76,14.87,4.9,0.77,76.49,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:34:33.031036+00:00,cell_002,76.97,14.33,4.66,0.67,59.79,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:35:33.031036+00:00,cell_002,84.58,13.77,4.72,0.7,71.06,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:36:33.031036+00:00,cell_002,80.21,13.41,4.43,0.58,64.57,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:37:33.031036+00:00,cell_002,80.42,11.36,4.38,0.82,66.56,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:38:33.031036+00:00,cell_002,83.31,14.54,4.8,0.68,72.97,False,batch,2026-08-11 23:58:34.403230+00:00
2026-08-02 07:39:33.031036+00:00,cell_002,81.36,12.34,4.74,0.79,72.01,False,batch,2026-08-11 23:58:34.403230+00:00
